reviewer_row_id,paper_id,title,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,emotion_model,class_labels,class_balance,preproc_in_cv,model_family,adaptation_method,target_data_used,target_labels_used,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,primary_result,verification_status,source_checked,reviewer_source_location,reviewer_notes,author_protocol_label,author_protocol_label_location,verified_protocol_from_methods,verified_protocol_evidence_location,protocol_label_match,protocol_mismatch_type,verified_subject_disjoint,target_access_verified,protocol_audit_decision,reviewer_protocol_confidence
HME-0184,EEG-0436,Semi-Supervised Pairwise Transfer Learning Based on Multi-Source Domain Adaptation for EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,pairwise multi-source DA (PLMSDANet),"multi-source DA + pairwise learning + FEW target labels (semi-supervised, source selection)",labeled+unlabeled target (few target labels),yes (limited target labels),yes,cross-subject (semi-supervised),15,cross-subject,subject-disjoint,unclear,accuracy,90.09,not reported,,no,none reported,mean,cross-subject semi-supervised (few target labels),none,moderate,Uses a LIMITED set of LABELED target data (semi-supervised) - not pure UDA/LOSO; disclosed. SEED 90.09.,"Introduces limited target labels to select compatible source domains. SEED 90.09, SEED-IV 73.08.",yes,yes,verified,full-text,"Results (PLMSDANet SEED 90.09, SEED-IV 73.08)",PLMSDANet SEED 90.09 (uses few target labels - flag).,cross-subject,Abstract,"cross-subject, semi-supervised using LIMITED TARGET LABELS",Abstract 'limited set of target-labeled data',match,,yes,target-labels,needs-adjudication,high
HME-0185,EEG-0436,Semi-Supervised Pairwise Transfer Learning Based on Multi-Source Domain Adaptation for EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,pairwise multi-source DA (PLMSDANet),"multi-source DA + pairwise learning + FEW target labels (semi-supervised, source selection)",labeled+unlabeled target (few target labels),yes (limited target labels),yes,cross-subject (semi-supervised),15,cross-subject,subject-disjoint,unclear,accuracy,73.08,not reported,,no,none reported,mean,cross-subject semi-supervised (few target labels),none,moderate,Uses a LIMITED set of LABELED target data (semi-supervised) - not pure UDA/LOSO; disclosed. SEED 90.09.,"Introduces limited target labels to select compatible source domains. SEED 90.09, SEED-IV 73.08.",yes,no,verified,full-text,"Results (PLMSDANet SEED 90.09, SEED-IV 73.08)",PLMSDANet SEED-IV 73.08.,cross-subject,Abstract,"cross-subject, semi-supervised using LIMITED TARGET LABELS",Abstract 'limited set of target-labeled data',match,,yes,target-labels,needs-adjudication,high
HME-0186,EEG-0441,TMLP+SRDANN: A Domain Adaptation Method for EEG-Based Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,transposition MLP + sample-reweighted DANN (TMLP+SRDANN),sample-reweighted adversarial UDA,unlabeled-target (transductive),no,yes,cross-subject (subject-independent),15,cross-subject,subject-disjoint,unclear,accuracy,81.04,not reported,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive UDA (sample-reweighted); SEED 81.04 realistic.,,yes,yes,verified,full-text,"Results (TMLP+SRDANN SEED 81.04; DEAP val 61.88, aro 57.70)","TMLP+SRDANN SEED SI 81.04. DEAP valence 61.88, arousal 57.70.",cross-subject,Abstract,cross-subject transductive UDA (unlabeled target),Abstract; Sec (UDA: labeled source + unlabeled target),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0187,EEG-0408,IDFG: Information-Regularized Diversity-Fidelity Graph for EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,information-regularized diversity-fidelity graph (IDFG),augmentation-based domain generalization (no target access),none,no,yes,"cross-subject (domain generalization, leave-subjects-out)",15,cross-subject,subject-disjoint,unclear,accuracy,93.29,4.00,,no,none reported,mean,cross-subject domain generalization (inductive),none,low,"DG (no target access, unseen target). SEED 93.29 high-ish for DG.",,yes,yes,verified,full-text,"Table 1 (IDFG: SEED 93.29/4.00, SEED-IV 81.32/5.09, SEED-V 79.75/8.73)",IDFG SEED DG 93.29/4.00.,subject-independent,Abstract,domain generalization (inductive; no target access),Sec (DG when target unavailable; augmentation),match,,yes,none,pool-with-cross-subject,high
HME-0188,EEG-0408,IDFG: Information-Regularized Diversity-Fidelity Graph for EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,information-regularized diversity-fidelity graph (IDFG),augmentation-based domain generalization (no target access),none,no,yes,"cross-subject (domain generalization, leave-subjects-out)",15,cross-subject,subject-disjoint,unclear,accuracy,81.32,5.09,,no,none reported,mean,cross-subject domain generalization (inductive),none,low,"DG (no target access, unseen target). SEED 93.29 high-ish for DG.",,yes,no,verified,full-text,"Table 1 (IDFG: SEED 93.29/4.00, SEED-IV 81.32/5.09, SEED-V 79.75/8.73)",IDFG SEED-IV DG 81.32/5.09.,subject-independent,Abstract,domain generalization (inductive; no target access),Sec (DG when target unavailable; augmentation),match,,yes,none,pool-with-cross-subject,high
HME-0189,EEG-0408,IDFG: Information-Regularized Diversity-Fidelity Graph for EEG Emotion Recognition,SEED-V,16,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/disgust/neutral (5),balanced,unclear,information-regularized diversity-fidelity graph (IDFG),augmentation-based domain generalization (no target access),none,no,yes,"cross-subject (domain generalization, leave-subjects-out)",15,cross-subject,subject-disjoint,unclear,accuracy,79.75,8.73,,no,none reported,mean,cross-subject domain generalization (inductive),none,low,"DG (no target access, unseen target). SEED 93.29 high-ish for DG.",,yes,no,verified,full-text,"Table 1 (IDFG: SEED 93.29/4.00, SEED-IV 81.32/5.09, SEED-V 79.75/8.73)",IDFG SEED-V DG 79.75/8.73.,subject-independent,Abstract,domain generalization (inductive; no target access),Sec (DG when target unavailable; augmentation),match,,yes,none,pool-with-cross-subject,high
HME-0190,EEG-0428,ProDG: A Proxy-Domain-Guiding Strategy for Multi-Source-Free Domain Adaptation in EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,proxy-domain-guiding multi-source-free DA (ProDG),"source-free DA (proxy MI alignment + pseudo-label; source data inaccessible, target accessed)",unlabeled-target (transductive),no,yes,cross-subject (source-free DA),15,cross-subject,subject-disjoint,unclear,accuracy,85.9,not reported,,no,none reported,mean,cross-subject transductive DA,none,low,Source-FREE DA: uses target (unlabeled) + source MODELS (not source raw data); privacy-preserving. SEED 85.9 realistic.,Source-free: source raw data inaccessible; target data (unlabeled) used. std not reported in abstract.,yes,yes,verified,full-text,"Abstract/Table 3 (ProDG SEED 85.9, SEED-IV 70.4, DEAP 65.3)",ProDG SEED source-free DA 85.9. Source pre-trained baseline only 68.1.,cross-subject,Abstract,cross-subject source-free DA (unlabeled target; source models only),"Abstract 'utilize only the source domain model and target data, source data inaccessible'",match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0191,EEG-0428,ProDG: A Proxy-Domain-Guiding Strategy for Multi-Source-Free Domain Adaptation in EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,proxy-domain-guiding multi-source-free DA (ProDG),"source-free DA (proxy MI alignment + pseudo-label; source data inaccessible, target accessed)",unlabeled-target (transductive),no,yes,cross-subject (source-free DA),15,cross-subject,subject-disjoint,unclear,accuracy,70.4,not reported,,no,none reported,mean,cross-subject transductive DA,none,low,Source-FREE DA: uses target (unlabeled) + source MODELS (not source raw data); privacy-preserving. SEED 85.9 realistic.,Source-free: source raw data inaccessible; target data (unlabeled) used. std not reported in abstract.,yes,no,verified,full-text,"Abstract/Table 3 (ProDG SEED 85.9, SEED-IV 70.4, DEAP 65.3)",ProDG SEED-IV source-free DA 70.4.,cross-subject,Abstract,cross-subject source-free DA (unlabeled target; source models only),"Abstract 'utilize only the source domain model and target data, source data inaccessible'",match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0192,EEG-0428,ProDG: A Proxy-Domain-Guiding Strategy for Multi-Source-Free Domain Adaptation in EEG Emotion Recognition,DEAP,32,1,32,128 (downsampled),dimensional,binary (valence/arousal),,unclear,proxy-domain-guiding multi-source-free DA (ProDG),"source-free DA (proxy MI alignment + pseudo-label; source data inaccessible, target accessed)",unlabeled-target (transductive),no,yes,cross-subject (source-free DA),15,cross-subject,subject-disjoint,unclear,accuracy,65.3,not reported,,no,none reported,mean,cross-subject transductive DA,none,low,Source-FREE DA: uses target (unlabeled) + source MODELS (not source raw data); privacy-preserving. SEED 85.9 realistic.,Source-free: source raw data inaccessible; target data (unlabeled) used. std not reported in abstract.,yes,no,verified,full-text,"Abstract/Table 3 (ProDG SEED 85.9, SEED-IV 70.4, DEAP 65.3)",ProDG DEAP source-free DA 65.3.,cross-subject,Abstract,cross-subject source-free DA (unlabeled target; source models only),"Abstract 'utilize only the source domain model and target data, source data inaccessible'",match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0193,EEG-0440,Subject-Independent EEG Emotion Recognition With Hybrid Spatio-Temporal GRU-Conv Architecture,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,hybrid spatio-temporal GRU-Conv,none (GRU+CNN; not DA),none,no,yes,subject-independent (15-fold pooled),15,cross-subject,subject-disjoint,unclear,accuracy,87.04,13.35,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,"SI subject-disjoint, no target access; SEED 87.04 (high std 13.35).",,yes,yes,verified,full-text,Table 2 (GRU-Conv SEED SI 87.04/13.35),"GRU-Conv SEED SI 87.04/13.35. DEAP arousal 70.07, valence 67.34.",subject-independent,Abstract,subject-independent (inductive),"Sec 4.4 (subject-independent, 15 parts pooled)",match,,yes,none,pool-with-cross-subject,high
HME-0194,EEG-0384,Dual Filtration Subdomain Adaptation Network for Cross-Subject EEG Emotion Recognition (DFSAN),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,"dual filtration subdomain adaptation network (DFSAN, multi-source)",subdomain adaptation + transferability filtration (source selection),unlabeled-target (transductive),no,yes,cross-subject (multi-source),15,cross-subject,subject-disjoint,unclear,accuracy,88.68,6.08,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive subdomain DA; SEED 88.68 realistic.,,yes,yes,verified,full-text,"Results (DFSAN SEED 88.68/6.08, SEED-IV 67.61, DEAP 65.33, SEED-V 65.57)",DFSAN SEED cross-subject 88.68/6.08.,cross-subject,Abstract,cross-subject transductive multi-source subdomain DA (unlabeled target),Results (mean/std per dataset),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0195,EEG-0384,Dual Filtration Subdomain Adaptation Network for Cross-Subject EEG Emotion Recognition (DFSAN),SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,"dual filtration subdomain adaptation network (DFSAN, multi-source)",subdomain adaptation + transferability filtration (source selection),unlabeled-target (transductive),no,yes,cross-subject (multi-source),15,cross-subject,subject-disjoint,unclear,accuracy,67.61,not verified,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive subdomain DA; SEED 88.68 realistic.,,yes,no,verified,full-text,"Results (DFSAN SEED 88.68/6.08, SEED-IV 67.61, DEAP 65.33, SEED-V 65.57)",DFSAN SEED-IV cross-subject 67.61.,cross-subject,Abstract,cross-subject transductive multi-source subdomain DA (unlabeled target),Results (mean/std per dataset),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0196,EEG-0384,Dual Filtration Subdomain Adaptation Network for Cross-Subject EEG Emotion Recognition (DFSAN),DEAP,32,1,32,128 (downsampled),dimensional,binary (valence/arousal),,unclear,"dual filtration subdomain adaptation network (DFSAN, multi-source)",subdomain adaptation + transferability filtration (source selection),unlabeled-target (transductive),no,yes,cross-subject (multi-source),15,cross-subject,subject-disjoint,unclear,accuracy,65.33,not verified,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive subdomain DA; SEED 88.68 realistic.,,yes,no,verified,full-text,"Results (DFSAN SEED 88.68/6.08, SEED-IV 67.61, DEAP 65.33, SEED-V 65.57)",DFSAN DEAP cross-subject 65.33.,cross-subject,Abstract,cross-subject transductive multi-source subdomain DA (unlabeled target),Results (mean/std per dataset),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0197,EEG-0384,Dual Filtration Subdomain Adaptation Network for Cross-Subject EEG Emotion Recognition (DFSAN),SEED-V,16,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/disgust/neutral (5),balanced,unclear,"dual filtration subdomain adaptation network (DFSAN, multi-source)",subdomain adaptation + transferability filtration (source selection),unlabeled-target (transductive),no,yes,cross-subject (multi-source),15,cross-subject,subject-disjoint,unclear,accuracy,65.57,not verified,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive subdomain DA; SEED 88.68 realistic.,,yes,no,verified,full-text,"Results (DFSAN SEED 88.68/6.08, SEED-IV 67.61, DEAP 65.33, SEED-V 65.57)",DFSAN SEED-V cross-subject 65.57.,cross-subject,Abstract,cross-subject transductive multi-source subdomain DA (unlabeled target),Results (mean/std per dataset),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0198,EEG-0379,DA-CapsNet: A Multi-Branch Capsule Network Based on Adversarial Domain Adaption for Cross-Subject EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,multi-branch capsule network + adversarial DA (DA-CapsNet),adversarial domain adaptation (gradient reversal),unlabeled-target (transductive),no,yes,cross-subject (subject-independent),15,cross-subject,subject-disjoint,unclear,accuracy,84.63,9.09,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive adversarial DA; SEED SI 84.63/9.09. Single-subject (SD) results 98.7% excluded.,,yes,yes,verified,full-text,Table 1 (DA-CapsNet SEED SI 84.63/9.09),DA-CapsNet SEED SI 84.63/9.09. DEAP arousal 73.62/valence 75.25; DREAMER 81.43/81.09. Single-subject (SD) 98.7% excluded.,cross-subject,Abstract,cross-subject transductive adversarial DA (unlabeled target),Table 1 (subject-independent SEED),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0199,EEG-0402,Fine-Grained Label Propagation via Density-Based Prototype Matching for Cross-Subject EEG Emotion Recognition (DBPM),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,density-based prototype matching label propagation (DBPM),density-based prototype matching + label propagation + pseudo-labels (multi-source),unlabeled-target (transductive),no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,94.86,not reported,,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED LOSO 94.86% (best single-session 95.42); transductive pseudo-labeling.,SEED LOSO 94.86 (best single-session 95.42); SEED-IV 78.90. Std not reported.,yes,yes,verified,full-text,"Results (DBPM SEED 94.86, SEED-IV 78.90)",DBPM SEED LOSO 94.86 (near-ceiling; best single-session 95.42).,cross-subject,Abstract,"LOSO cross-subject, transductive DA (label propagation + pseudo-labels)",Abstract 'leave-one-subject-out cross-validation',match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0200,EEG-0402,Fine-Grained Label Propagation via Density-Based Prototype Matching for Cross-Subject EEG Emotion Recognition (DBPM),SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,density-based prototype matching label propagation (DBPM),density-based prototype matching + label propagation + pseudo-labels (multi-source),unlabeled-target (transductive),no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,78.90,not reported,,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED LOSO 94.86% (best single-session 95.42); transductive pseudo-labeling.,SEED LOSO 94.86 (best single-session 95.42); SEED-IV 78.90. Std not reported.,yes,no,verified,full-text,"Results (DBPM SEED 94.86, SEED-IV 78.90)",DBPM SEED-IV LOSO 78.90.,cross-subject,Abstract,"LOSO cross-subject, transductive DA (label propagation + pseudo-labels)",Abstract 'leave-one-subject-out cross-validation',match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0201,EEG-0438,Spatiotemporal Isomorphic Cross-Brain Region Interaction Network for Cross-Subject EEG Emotion Recognition (STCBI-Nets),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,spatiotemporal isomorphic cross-brain region interaction network (STCBI-Nets),domain discriminator (GRL) + adaptive category center alignment + contrastive,unlabeled-target (transductive),no,yes,"cross-subject (per-session, 3-fold)",15,cross-subject,subject-disjoint,unclear,accuracy,90.21,6.32,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive DA (GRL + category alignment); SEED 90.21 realistic.,,yes,yes,verified,full-text,"Results (STCBI-Nets SEED 90.21/6.32, SEED-IV 75.17/8.82)",STCBI-Nets SEED cross-subject 90.21/6.32. DEAP/MPED also reported.,cross-subject,Abstract,cross-subject transductive DA (unlabeled target; GRL),Results table (STCBI-Nets mean/std),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
